Observed concentration,Predicted concentration symbolic regression,Predicted concentration Eleveld,Predicted concentration neural network
7.924,5.3120084,4.3557043,6.5600715
7.487,4.6401415,3.8184679,5.825039
7.529,1.8313792,1.4441521,2.5429568
6.652,5.773558,5.5051813,7.660667
5.808,3.7001996,2.9124465,4.5318756
3.949,2.782799,2.3550634,3.7040315
2.432,2.1022327,1.8530331,2.9367392
2.344,1.9220972,1.629897,2.6510248
2.217,1.8229907,1.518576,2.5169697
1.967,1.7419719,1.4528904,2.431992
1.998,1.6691539,1.4065702,2.3641331
1.763,1.5129181,1.3211203,2.219192
3.004,1.201062,1.1438932,1.8739177
2.344,1.0301473,1.0276797,1.6213433
1.574,0.93577456,0.9516257,1.4441576
1.19,0.867191,0.88752955,1.290052
0.965,0.8225127,0.8407908,1.1785139
0.561,0.7599212,0.7701647,1.0205142
0.539,0.6614559,0.65747976,0.81122345
0.393,0.59296536,0.5811529,0.6927172
0.395,0.50908154,0.4895764,0.56254184
0.317,0.4467095,0.4227301,0.47220352
0.272,0.34395593,0.31518444,0.33329234
10.106,8.926904,8.666875,11.11222
2.459,3.091166,2.379078,3.3006203
3.789,3.5124586,3.085047,4.277742
3.72,4.023292,3.6636453,5.063756
3.977,4.5780005,4.193109,5.7733707
4.191,4.0203977,3.6233983,5.0801983
4.178,4.4737277,4.0949187,5.696351
4.557,5.0800047,4.6604705,6.4389877
4.15,4.518397,4.0820384,5.716412
2.988,3.9318602,3.5941048,5.0777764
4.522,4.554862,4.2085714,5.837964
4.672,5.066223,4.6734986,6.4229555
3.631,4.533186,4.119326,5.7162704
2.941,3.9691753,3.6100667,5.043532
2.961,4.163585,3.9725218,5.4550147
1.832,2.8099778,2.4997556,3.5521746
1.62,2.1052737,1.9634027,2.8264725
1.375,1.9103134,1.6430643,2.4172182
1.597,1.8158948,1.5026698,2.2375076
1.617,1.7376606,1.4271199,2.137013
2.193,1.6664419,1.3758657,2.064828
1.801,1.6008638,1.3345624,2.003673
1.992,1.4583454,1.2485977,1.8691107
1.397,1.127306,1.028013,1.4846116
1.088,0.8539073,0.7746579,0.95669675
0.815,0.81640375,0.7238621,0.84300506
0.642,0.7685318,0.6473048,0.6805964
0.467,0.70582,0.53777355,0.49403155
0.408,0.6533518,0.4524966,0.38599622
0.315,0.60135716,0.37613934,0.30480734
0.308,0.55707455,0.31724265,0.24757308
0.246,0.49040088,0.23887089,0.17611393
6.744,12.071346,9.51795,12.471729
3.191,3.5291805,2.761195,4.2743998
4.39,5.753464,4.141842,6.2697477
5.064,4.9992595,3.9262094,5.9075336
5.231,5.4964256,4.337866,6.5129533
6.279,6.324286,4.964521,7.441528
5.588,5.478767,4.348767,6.6923094
5.803,6.088132,4.842866,7.364668
5.347,5.3512135,4.3065176,6.680909
6.56,6.138002,4.929012,7.4885163
5.2730002,5.57666,4.4222383,6.859014
5.461,6.1749563,4.9810023,7.536814
4.843,5.3949623,4.3928385,6.7526293
4.531,4.7133546,3.888102,6.045958
2.982,3.4985662,3.2143397,5.040652
2.597,2.5508065,2.4357185,4.0004716
2.328,2.2180598,2.052574,3.539816
2.389,2.0355473,1.848962,3.2983224
2.169,1.840238,1.6837158,3.078231
1.865,1.6414906,1.5564699,2.8655534
1.688,1.1750296,1.237677,2.1807127
3.055,1.0495409,1.1104674,1.866138
2.096,0.9668583,1.0018629,1.577936
2.141,0.91711724,0.9262132,1.3701221
1.79,0.87990177,0.86938286,1.2163314
2.134,0.81637037,0.7819174,1.0013146
0.758,0.70904106,0.6553564,0.7605471
0.659,0.6204099,0.5582269,0.6139353
0.571,0.54036903,0.473269,0.49790484
0.372,0.47065458,0.40128025,0.40500832
0.342,0.4052426,0.33559918,0.32407293
17.833,10.033971,8.379225,13.329086
7.361,3.1284497,2.4136329,5.2012744
8.008,3.4393616,2.5778587,5.4719024
8.034,5.743642,4.1639633,7.856934
8.452,4.8460994,3.7364473,7.9171047
6.598,3.9778662,3.0534894,7.011577
9.29,3.2031944,2.4914489,6.1968646
6.67,3.9336915,3.14905,7.267465
8.547,2.341791,2.0252552,5.804554
3.713,1.6822362,1.4129157,4.904789
3.095,1.4781839,1.1580291,4.407283
2.727,1.3651547,1.0380946,4.112844
2.856,1.2757553,0.9700798,3.921534
2.439,1.1970006,0.9229311,3.7831914
2.398,1.0314353,0.8363277,3.5329387
3.705,0.71702385,0.66011596,2.981664
3.468,0.54548365,0.5398375,2.4916468
3.096,0.47327626,0.47723305,2.1667461
2.818,0.43067732,0.43395525,1.8983078
2.135,0.3998845,0.39875647,1.6469371
1.33,0.36428392,0.35543764,1.3041195
1.179,0.31440434,0.2982132,0.8829704
0.611,0.27149057,0.25282922,0.64208764
0.52,0.2351003,0.21549158,0.4957853
0.441,0.20407376,0.1842108,0.39549848
0.293,0.15376459,0.13462493,0.26074296
18.8,14.485907,11.958333,17.2563
7.503,3.9429967,2.688245,4.921617
8.509,4.7457166,3.5563517,6.3282743
13.414,5.470615,4.19309,7.4052615
13.317,6.0684776,4.665284,8.2631855
10.835,5.36036,4.0798373,7.559401
9.632,6.0860586,4.6996427,8.592573
15.943,6.9151144,5.3631635,9.714724
11.298,6.0568438,4.6472454,8.768667
10.168,5.3238325,4.0676208,7.972694
10.078,4.583384,3.5302174,7.1674137
6.012,3.4038508,2.7927465,6.299006
4.955,2.6390967,2.0528233,5.282369
4.4,2.4202993,1.7617874,4.78342
4.128,2.2938068,1.6275235,4.5099244
3.212,2.1881351,1.5493258,4.335594
3.053,1.9596545,1.4226594,4.046885
3.628,1.4738741,1.1705832,3.4218338
3.803,1.1838402,1.009475,2.9296687
3.43,1.0062536,0.9023492,2.5358088
2.189,0.89342415,0.82776886,2.2186651
1.916,0.81804115,0.7729547,1.9614965
1.432,0.7237112,0.6952013,1.5780125
0.764,0.6137699,0.5901735,1.1208662
0.48,0.53264976,0.5087083,0.86297804
0.431,0.46358657,0.43947318,0.6925936
0.248,0.4036219,0.37978503,0.56680423
0.402,0.30598706,0.28365678,0.38782835
1.376,9.702991,6.7971478,9.186449
2.01,3.2275214,2.3921192,3.496883
1.741,2.540738,1.9820768,2.8519108
1.141,1.8536953,1.4764365,2.1577532
1.21,2.9425611,2.2386324,3.1235158
1.216,3.6028214,2.3570628,3.680814
1.485,3.0368369,2.2977698,3.1724467
1.233,3.4889133,2.3615873,3.5753117
1.119,3.11492,2.4092345,3.269742
0.769,2.0949252,1.7374355,2.2919188
0.633,1.4046006,1.3221487,1.6380237
0.489,1.1817181,1.1162549,1.414583
0.567,1.0830486,1.0079237,1.3162211
0.659,1.0209094,0.94551545,1.2558289
0.474,0.9724479,0.9051471,1.2084366
0.66,0.8791107,0.84165436,1.110601
0.523,0.6552715,0.66531605,0.7796916
0.62,0.61323303,0.61487716,0.6876855
0.593,0.5864825,0.58026063,0.62811
0.443,0.56447816,0.5524323,0.58331347
0.293,0.45817867,0.43412128,0.4209076
0.255,0.39929324,0.37293583,0.346321
0.202,0.34401178,0.31645808,0.2807229
0.187,0.30325744,0.27541137,0.2350504
0.074,0.22769457,0.20084496,0.15700355
7.53,9.673508,8.172027,10.380664
4.772,4.357292,3.104105,4.7459292
5.769,4.8565288,3.5969234,5.3748765
5.224,5.40999,4.061047,6.021296
4.722,5.2115674,3.9819279,5.8698053
4.447,5.247811,3.946732,5.8972564
5.162,5.0137453,4.0568895,5.7868648
4.412,5.16626,3.9577067,5.8713245
5.54,4.7871094,3.9012144,5.571069
4.468,4.1240826,3.4132075,4.8885283
4.263,4.6501956,3.6418135,5.2832584
3.565,4.6578937,3.7476058,5.308694
2.65,3.2088995,2.802162,3.851562
1.563,2.48567,2.1890366,3.0506089
1.28,2.2408917,1.8884809,2.7517977
1.152,2.0987537,1.7294384,2.589016
1.274,1.9860773,1.6353261,2.4678464
0.948,1.8877932,1.5717909,2.3635325
1.055,1.6850476,1.4647754,2.1419568
1.526,1.3891135,1.3081293,1.7855153
1.000001,1.1396071,1.1392213,1.4277444
0.637,1.0452454,1.0547382,1.2672793
0.767,0.9835521,0.98942435,1.1540393
0.549,0.9441717,0.9442575,1.081308
0.391,0.87948465,0.86907065,0.9682593
0.455,0.7690694,0.7463892,0.7957785
0.459,0.67216283,0.64260256,0.6567189
0.281,0.5914072,0.55760723,0.5474316
17.165,6.7375503,6.093027,8.066056
4.867,3.2504613,2.7481222,3.9198904
4.436,2.4695709,2.2559192,3.0748034
3.664,2.346548,2.1696277,2.8676906
4.647,2.9595978,2.880636,3.750491
5.382,3.2335672,3.253219,4.2314
4.14,3.8665595,3.4125657,4.5123534
5.573,3.4365518,3.398826,4.417601
4.235,2.9632995,2.8828793,3.7437418
3.552,2.4692187,2.3963196,3.085514
3.216,1.7241756,1.7269019,2.1857064
2.722,1.570983,1.4379045,1.8372195
2.307,1.4862391,1.3096403,1.6829393
2.406,1.4126208,1.2390939,1.5885124
1.293,1.3447785,1.1901366,1.514829
1.867,1.169434,1.0812311,1.3369489
1.633,0.8407986,0.8650097,1.0003797
1.551,0.69623405,0.75423914,0.8462371
1.457,0.5786241,0.6493926,0.7143012
1.237,0.5376852,0.6074003,0.66557884
1.114,0.4862959,0.54790574,0.6003004
0.722,0.4367536,0.4807361,0.5296368
0.47,0.38682845,0.40751433,0.44977483
0.385,0.34896368,0.3546725,0.38870654
0.334,0.31098783,0.30444348,0.32986715
0.279,0.2821613,0.2677884,0.28716192
0.211,0.22821596,0.20249087,0.21221787
10.457,5.007698,4.685825,5.6148624
6.299,7.4889297,5.820619,8.57262
6.778,7.840972,6.0756345,9.073379
7.138,7.1874757,5.650757,8.454739
7.123,6.463204,5.0959234,7.7225394
6.177,5.346865,4.284123,6.516419
5.272,5.1271367,4.1551642,6.287887
4.459,5.5505505,4.5203686,6.75793
5.853,5.200705,4.3046007,6.3247466
3.792,5.6685743,4.6596055,6.844957
5.657,6.421583,5.2512703,7.6634374
6.635,4.548433,3.9971333,5.6418204
6.0,5.2810693,4.334178,6.3743834
4.049,5.8541403,4.7848444,7.0256433
3.766,7.263435,6.27004,8.726632
5.068,5.7596908,4.6688867,6.866841
4.161,6.4386635,5.2753763,7.660841
5.324,3.696004,3.2193499,4.605255
3.859,3.3243446,2.7401226,4.116716
3.444,3.1106815,2.4892144,3.8704097
2.895,2.9389925,2.3423233,3.6955175
2.238,2.7877355,2.24402,3.5468998
2.186,2.6518483,2.1694958,3.4122212
1.903,2.367203,2.0278566,3.1171274
1.661,1.791301,1.712136,2.4221988
1.645,1.5753,1.5598553,2.097744
1.639,1.4564816,1.4585449,1.890819
1.43,1.367226,1.3696035,1.7183743
1.329,1.2971027,1.2911935,1.5759052
0.918,1.2045836,1.1819097,1.3939428
0.598,1.0541556,1.0092825,1.1358416
0.461,0.9212055,0.8632593,0.93237287
0.311,0.8051317,0.7389182,0.76661736
0.292,0.70675087,0.6357153,0.63443285
0.242,0.5410476,0.4670206,0.43043566
10.197,11.6736765,9.771492,12.252047
3.52,4.2358394,2.99524,4.4010196
4.545,5.8788114,4.232982,6.211849
5.834,6.488581,4.6998024,6.8670406
5.484,5.2198586,4.2242703,5.7539964
5.209,5.370819,4.0887218,5.877012
5.654,5.030634,3.6564527,5.4656167
6.129,6.168648,4.8682194,6.7975826
5.66,6.3459353,4.997026,6.9878287
4.856,6.1633563,4.871998,6.802598
3.637,3.98857,3.2283182,4.5982223
3.3,2.769384,2.4062052,3.3447907
2.697,2.3995996,1.9909956,2.9162295
2.511,2.2023664,1.7665102,2.7085817
2.327,2.0506775,1.6325643,2.5650716
2.429,1.9195429,1.54264,2.4446204
1.921,1.5626491,1.3494112,2.0999076
2.87,1.1726435,1.1307299,1.6545668
2.147,0.9358305,0.9586057,1.3074753
1.822,0.8525984,0.8807236,1.155217
1.44,0.7758577,0.79352516,0.9925693
1.433,0.7507854,0.7615941,0.93626696
1.066,0.69626397,0.6907726,0.8195885
0.768,0.6103623,0.58679265,0.6658712
0.635,0.53193814,0.4978698,0.54348946
0.461,0.46668705,0.42616147,0.44881415
0.281,0.40944156,0.36481607,0.37070835
0.198,0.3056773,0.25783014,0.24188755
9.4,14.564703,9.170447,11.027782
2.647,5.9802556,3.858247,4.9704304
5.892,6.6575418,4.356259,5.7912436
5.35,4.280378,3.300908,4.6104326
5.412,3.506319,2.8270795,4.211614
4.755,3.6959405,2.8024955,4.3043766
2.629,2.8957458,2.2600079,3.6853468
2.856,2.0666945,1.7050506,2.9988518
3.048,4.9346666,3.3026578,4.9040494
2.881,6.0244956,4.022107,5.817794
4.777,6.1492686,4.282619,6.3012753
4.367,5.4714184,4.040977,5.9921823
5.089,5.346839,4.0178685,6.0366235
5.539,3.8734472,3.2965398,5.1647344
6.307,2.269852,2.3395417,4.0078816
4.186,1.6918343,1.9073834,3.5081942
3.621,1.4601048,1.696641,3.2690053
3.181,1.3484771,1.58048,3.1338012
2.501,1.2552687,1.4764014,3.0017855
2.315,1.1179806,1.3105901,2.74651
3.158,1.016057,1.1582241,2.4528909
2.568,0.94250107,1.0218343,2.1203418
2.13,0.8968703,0.9332011,1.8505492
1.659,0.8608702,0.8710335,1.630288
1.508,0.8286908,0.82375515,1.4491986
1.076,0.7695864,0.751513,1.1738077
0.958,0.66448855,0.64157677,0.83401686
0.763,0.5668099,0.5441817,0.62279236
0.734,0.48943973,0.4677326,0.4939788
0.482,0.42263067,0.40204433,0.39870578
0.308,0.31512624,0.29705125,0.26506266
8.414,7.6369386,7.292299,9.188356
2.98,3.5200944,2.6642747,4.193661
3.349,4.2321577,3.276937,5.0417542
3.272,4.9025955,3.7939837,5.7875075
2.955,4.156673,3.190389,4.964397
4.086,4.853523,3.7842176,5.779234
3.26,4.1262393,3.2418582,5.00079
2.957,3.4260128,2.7367127,4.2390227
2.25,2.8325717,2.3176699,3.528829
1.794,3.6540425,2.9441078,4.3647027
2.685,2.915864,2.3975081,3.5529382
2.8240001,2.0045116,1.8360623,2.587983
2.49,1.680325,1.5053569,2.1620593
2.283,1.5490422,1.3425571,1.9904801
2.338,1.4633672,1.2541089,1.897173
2.895,1.3929315,1.199192,1.8295147
2.084,1.2257518,1.1014243,1.6693785
2.319,0.99018955,0.9630212,1.3907957
1.715,0.8704771,0.8729701,1.1977632
1.255,0.7996985,0.8064428,1.0520307
0.971,0.7552918,0.757733,0.9468307
0.724,0.7225795,0.7193022,0.8675607
0.696,0.6707814,0.6584209,0.7537052
0.527,0.583578,0.56172085,0.6022118
0.28,0.5096189,0.48294702,0.49397972
0.191,0.4450564,0.415445,0.406872
0.182,0.388674,0.3573987,0.33537787
0.16,0.29643288,0.26450723,0.22793895
8.69,13.208228,10.417182,13.5008335
4.261,4.5866838,3.2662554,5.2095704
3.682,5.993551,4.304896,6.4796476
4.235,6.895002,5.3533454,7.4369845
3.501,6.00886,4.3741603,6.510793
2.446,3.921845,3.0190682,4.4947314
3.83,6.1048865,4.660675,6.5915318
3.317,4.8292713,3.6632285,5.60314
3.317,6.8583827,4.814655,7.496204
4.067,6.685496,5.236509,7.448828
4.422,6.677011,5.4844666,7.5855155
3.457,5.2321587,4.292589,5.9762983
3.406,3.644867,3.3101056,4.4662895
2.76,3.2047114,2.8129976,3.9741182
2.827,2.9953668,2.5469792,3.7297778
2.758,2.8426313,2.3920312,3.554184
2.916,2.7122645,2.291426,3.4048786
2.983,2.4450917,2.1339087,3.092547
3.012,1.9606476,1.859026,2.4792423
2.205,1.6956897,1.6606032,2.0945392
1.658,1.60638,1.5762625,1.9506559
1.432,1.5183274,1.4813279,1.801266
1.351,1.4425809,1.3930529,1.6706438
1.163,1.3580465,1.2941357,1.5284829
0.735,1.1067501,1.0158749,1.13702
0.613,1.0462153,0.95118624,1.0486183
0.578,0.9109496,0.8090832,0.8592488
0.406,0.8000667,0.6952296,0.71290416
0.309,0.6225121,0.51855165,0.49689186
3.665,7.0142546,8.089643,8.264859
4.335,5.6539216,4.87023,6.1374955
5.216,6.70667,5.435596,7.0057344
5.274,5.950209,5.2293143,6.352034
3.638,6.6398144,5.7967095,7.069633
5.272,7.003443,5.834993,7.4410524
6.472,5.4902477,5.159751,6.0028954
6.362,3.6138775,3.2052586,3.780059
3.36,3.085583,2.5447774,3.0492425
2.542,2.8477738,2.2091537,2.7699265
2.378,2.6579194,2.0187469,2.607277
2.323,2.4876444,1.8947082,2.479123
2.154,2.3325312,1.8023274,2.3650084
3.431,1.8883823,1.5706333,2.0251782
2.054,1.3574209,1.2775612,1.56702
1.747,0.9309952,0.9867507,1.1143789
1.176,0.8057766,0.8775899,0.94829184
1.085,0.7449445,0.8155669,0.856445
0.89,0.6909619,0.75242746,0.7663756
0.605,0.6318115,0.6719734,0.6599607
0.253,0.5185338,0.5111815,0.48137644
0.259,0.49000105,0.47345817,0.44312444
0.241,0.44347334,0.4139045,0.38362175
0.165,0.3961297,0.35560635,0.32610813
10.264,9.694563,7.7711143,9.808481
5.015,5.5139613,3.6248186,5.1506476
5.782,6.133488,4.23479,6.037131
7.262,5.889024,4.265392,6.133489
8.104,5.891595,4.454261,6.437271
6.628,4.098651,3.31892,4.9969077
3.944,2.4582613,2.1446426,3.4489796
3.108,1.9654417,1.6168455,2.8338473
2.549,1.7397022,1.3619004,2.5577908
2.146,1.5854871,1.2234666,2.406388
1.932,1.4583195,1.1360228,2.30214
1.541,1.2032409,0.99635136,2.10456
1.445,0.7582823,0.7453377,1.6531067
1.043,0.5635169,0.60005933,1.3237101
0.786,0.47363454,0.5123506,1.0812571
0.642,0.43018085,0.45993167,0.9117962
0.576,0.40234888,0.4217773,0.77443403
0.426,0.36669332,0.37192205,0.5857312
0.297,0.31749785,0.31300405,0.4025902
0.265,0.27605504,0.26829198,0.31084424
0.182,0.24005708,0.23044296,0.25077152
0.178,0.20394942,0.19303241,0.19872186
0.139,0.17943214,0.16795462,0.16622725
8.032,8.037633,6.882869,12.130987
2.701,4.4806,2.9767263,5.0462375
3.606,4.808056,3.4769175,6.0307536
6.047,5.0542483,4.10378,7.231258
3.861,2.7303767,2.232036,4.1432033
5.4,4.794975,3.488649,6.462519
5.09,4.2218137,3.3904011,6.264819
4.313,3.4934535,2.8455698,5.3252773
3.433,4.2141604,3.0767646,5.781908
4.364,3.5597057,2.927646,5.5154967
3.447,2.9105484,2.4034803,4.578355
4.16,3.624506,3.0055094,5.6840453
5.295,4.238529,3.4513097,6.4331975
4.305,3.5174756,2.912897,5.509841
2.211,2.991181,2.5270875,4.864825
3.453,2.571606,2.3905916,4.5432096
1.179,2.2205305,1.7289551,3.295933
1.337,1.9599161,1.5554054,2.9086905
1.234,1.524375,1.2152529,2.286798
1.357,1.396181,1.051556,1.9904011
1.274,1.3316855,0.9671789,1.8425409
1.561,1.2837715,0.91883683,1.7626389
1.519,1.2429293,0.8872121,1.7139984
1.711,1.160123,0.835541,1.6405534
1.247,1.0143645,0.73807055,1.4915783
1.303,0.9466398,0.6735662,1.3690919
1.263,0.91017634,0.6266875,1.26489
0.958,0.88232446,0.5832705,1.1584698
1.082,0.86768544,0.5589047,1.0964414
0.981,0.8338883,0.50366527,0.95687574
0.758,0.77684426,0.4195176,0.7608797
0.694,0.7239516,0.35040435,0.6150749
0.659,0.67466646,0.29275972,0.500481
0.576,0.6177514,0.2338592,0.38809624
0.391,0.5409356,0.16671349,0.2651234
14.9,22.397615,18.945213,22.12866
9.67,14.334423,14.233298,13.941662
2.46,6.3349786,8.228205,5.904594
1.69,3.2882102,4.9776993,2.897758
1.11,2.1001213,3.2081885,1.753619
0.927,1.611041,2.2353811,1.300148
20.0,20.93508,19.198984,21.778542
7.73,12.6838,14.026549,13.979308
3.6,5.169696,7.7022734,6.107546
3.04,2.638232,4.472934,3.0453765
1.59,1.7571342,2.8137085,1.8381894
1.67,1.4240791,1.9514545,1.3471049
9.68,22.923979,22.391027,22.666327
4.65,12.943576,15.205458,15.546257
2.49,4.6250415,7.2946525,7.535157
1.38,1.4264437,2.2712588,2.2478216
1.12,1.180376,1.576313,1.4858569
15.0,21.82567,20.347523,22.609476
5.3,12.990046,14.54202,14.507956
1.79,5.0962524,7.661008,6.2816734
1.24,2.5146425,4.2985635,3.0575745
0.925,1.645842,2.6448202,1.781302
0.817,1.3304067,1.8212947,1.2639745
6.11,18.749748,17.931705,17.186243
3.19,10.912366,12.833689,11.340242
2.45,4.21151,6.793177,5.2138667
1.97,2.1503706,3.8422139,2.6982782
1.89,1.4897457,2.3905876,1.6525635
1.6,1.2531292,1.666982,1.2057312
8.28,20.082415,20.133715,18.235086
4.36,11.214905,13.671281,12.760489
1.64,4.0065837,6.5709243,6.449456
1.04,1.9525563,3.4553788,3.4859238
0.985,1.3443254,2.077388,2.0861194
0.831,1.142604,1.4574478,1.4170794
26.2,18.749504,17.888441,17.010267
5.36,10.876713,12.793073,11.282997
2.22,4.179542,6.7626667,5.2400203
1.64,2.1343937,3.821437,2.7341018
1.48,1.4829663,2.376916,1.6820604
1.33,1.2503648,1.6579525,1.22816
10.2,19.28914,18.41288,17.56525
4.46,11.241337,13.165834,11.533805
2.39,4.333702,6.954126,5.24905
1.67,2.1977441,3.9234004,2.6896968
1.44,1.510728,2.4345858,1.6346322
1.15,1.264938,1.6935847,1.1875209
23.5,20.485687,17.353287,17.970854
5.58,12.976398,13.116525,11.410847
2.55,5.6841464,7.6758504,4.9777384
1.57,2.9875278,4.6989703,2.567459
1.31,1.9616944,3.0606039,1.6416149
1.2,1.5448205,2.149851,1.2647841
6.83,19.181063,17.115004,16.387924
2.67,11.588345,12.683253,10.638619
1.35,4.7427425,7.1581697,4.8107486
1.04,2.4665408,4.258136,2.523918
1.17,1.6807387,2.7264094,1.6088436
1.03,1.3825347,1.9083271,1.2260351
2.83,15.0261755,7.8575287,12.86807
3.85,10.903404,8.028409,11.218165
5.45,9.240372,8.156305,9.834282
2.76,9.070482,7.661519,9.527514
6.6,9.048534,7.3877854,9.537564
6.13,6.0366864,6.111848,7.312227
5.18,5.0268025,5.1581907,6.0899186
4.52,4.1135173,3.4810648,4.5495214
2.94,3.2689586,2.3765357,3.450794
2.17,2.6176379,1.8892151,2.6975172
4.97,8.2829895,4.777979,7.458061
4.5,6.6646075,4.851739,6.794417
4.43,6.1055636,4.9898257,6.328206
4.25,6.032604,4.890629,6.1868477
4.76,6.166979,4.948565,6.3251953
8.37,22.927608,9.146042,23.837431
4.99,11.322213,9.48297,18.34127
7.94,9.601397,9.571625,16.018923
8.57,9.370955,9.052543,15.423599
8.71,9.116978,8.546995,14.992647
7.03,6.4017353,7.1865416,11.776983
5.74,5.332389,6.064522,9.74428
4.19,4.364502,4.11877,7.160274
2.96,3.474747,2.8754597,5.378217
2.41,2.7869346,2.339997,4.1711135
5.66,8.662633,5.7825823,11.919657
4.45,7.020702,5.874176,10.923302
4.68,6.3733807,5.9889235,10.055948
5.37,6.311652,5.9264846,9.835505
5.83,6.346566,5.900483,9.85628
13.03,16.741457,7.683615,13.369851
9.18,10.80606,7.7436595,11.1282015
9.01,7.944574,7.284536,8.653928
8.84,7.578289,6.4316416,7.8829064
8.94,7.411811,6.074954,7.6794825
8.1,5.12108,5.1192417,5.9862347
5.49,4.2783947,4.3634787,4.9779334
3.97,3.5078,3.0371456,3.7073777
2.42,2.787338,2.1418705,2.8208575
1.66,2.231728,1.7178084,2.2160752
9.29,8.622761,4.9703536,7.6507916
6.67,6.758618,5.040985,6.9009376
7.19,5.8649526,4.988795,6.09227
6.8,5.674799,4.738128,5.7829843
6.7,5.777535,4.7074175,5.8506503
13.41,7.569024,2.5964231,5.201104
7.97,8.648089,7.8364253,9.911389
7.57,7.901832,7.2962427,8.598955
7.32,7.660276,6.717768,8.128427
4.85,4.5107327,4.6987414,5.2843056
4.53,4.290214,4.425125,4.961023
3.85,3.5572672,3.1157136,3.75049
1.81,2.6849177,2.0784633,2.7254112
1.31,3.6494906,2.1600611,3.1268427
6.74,8.561788,5.038411,7.828129
5.04,6.7403727,5.13657,7.0387545
4.44,5.8394656,5.0577164,6.150096
5.17,5.6952963,4.828339,5.888782
4.76,5.8014946,4.8117814,5.969053
13.72,16.42593,8.961612,17.166769
12.63,11.3227625,9.230177,14.9211645
11.41,9.496538,9.300873,12.965639
11.68,9.447124,8.807147,12.52478
11.47,9.444635,8.497884,12.529612
6.85,6.3857064,7.0677905,9.698444
5.79,5.318443,5.979728,8.059408
4.71,4.356688,4.075731,5.99181
3.22,3.4791164,2.8425732,4.63564
2.35,2.7938557,2.302491,3.7064812
5.62,8.5795765,5.638486,9.946662
5.57,6.9457135,5.694265,9.14281
5.61,6.41158,5.828012,8.512265
6.41,6.3050976,5.7752867,8.309178
6.54,6.4317794,5.8063574,8.436427
9.26,15.679983,7.967346,12.552281
8.81,11.131687,8.276703,11.243769
8.03,9.439711,8.583523,9.969703
8.28,9.308364,8.236393,9.5567
7.97,9.446509,8.028435,9.6524935
5.54,6.3856277,6.7377887,7.541751
4.91,5.3373203,5.7628846,6.303988
3.62,4.3751807,3.996316,4.6786075
2.62,3.4888806,2.7796178,3.6384099
1.87,2.7933872,2.2268386,2.9428816
7.31,8.3870125,5.0440354,7.3922644
5.21,6.787374,5.147241,6.917259
5.73,6.328883,5.378199,6.5802183
6.71,6.2579546,5.4630075,6.517952
6.86,6.390129,5.464107,6.5855336
9.42,16.364927,9.262736,21.678316
9.1,11.242114,9.410159,18.750753
9.44,9.198043,9.296368,16.114204
9.28,8.9709015,8.595193,15.376556
8.7,8.815638,8.179917,15.070978
6.77,5.995776,6.793111,11.710157
5.43,5.0353084,5.772788,9.807866
4.09,4.0743775,3.8566337,7.1072783
3.05,3.291781,2.8076568,5.412031
2.36,2.642627,2.2944613,4.163128
8.28,8.537019,5.739451,12.088357
6.16,6.895974,5.8352222,11.1225395
6.0,6.203155,5.911036,10.215546
6.35,6.121203,5.803599,9.959763
6.73,6.2506013,5.8330555,10.110211
4.55,16.19148,9.121474,15.493237
